case_id,case_text,best_solution,keywords,skills
X5-HR-RECRUIT-001,"""Вы — HR-специалист в X5 на массовый подбор кассиров в новый сезон (лето). Нужно закрыть 50 вакансий за 2 недели. Опишите: (1) как оптимизировать процесс отбора без потери качества, (2) ключевые каналы привлечения для данной аудитории, (3) структуру 15-минутного скринингового собеседования, (4) метрики эффективности на каждом этапе."""," ""Автоматизировать скрининг резюме по ключевым словам (готовность к сменам, опыт). Основные каналы: рекомендации сотрудников (бонусная программа), геолокационные таргетированные объявления в соцсетях, ярмарки вакансий в районах с магазинами. Скрининг: 5 мин — проверка мотивации и графика, 5 мин — ситуационные вопросы на стрессоустойчивость (например, 'что сделаете, если очередь и клиент недоволен?'), 5 мин — ответы кандидата. Метрики: conversion rate на каждом этапе (отклик→собеседование→выход), время закрытия вакансии, процент выхода на работу после принятия оффера."",","""['массовый подбор', 'кассиры', 'скрининговое собеседование', 'оптимизация рекрутмента', 'метрики подбора', 'сезонность']"""," ""[{'skill': 'Организация процессов', 'criterion': 'Эффективность и скорость процесса подбора', 'rubric': ['0 — процесс не организован, вакансии не закрыты.', '1 — процесс есть, но крайне медленный и неэффективный.', '2 — процесс стандартный, без учёта сезонности.', '3 — процесс оптимизирован, но есть узкие места.', '4 — процесс быстрый и эффективный, вакансии закрываются в срок.', '5 — то же + процесс масштабируем и может быть тиражирован на другие регионы/должности.'], 'recommendation': 'Создай шаблон процесса массового подбора с таймлайнами и чек-листами для каждого этапа.'}, {'skill': 'Аналитическое мышление', 'criterion': 'Использование метрик для принятия решений', 'rubric': ['0 — метрики не отслеживаются.', '1 — отслеживаются только итоговые метрики.', '2 — отслеживаются основные метрики этапов.', '3 — метрики анализируются постфактум.', '4 — метрики отслеживаются в реальном времени и влияют на процесс.', '5 — то же + прогнозная аналитика и A/B-тестирование каналов привлечения.'], 'recommendation': 'Настрой дашборд в CRM с ключевыми метриками подбора для оперативного контроля.'}]"""
X5-MARKETING-PROMO-001,"""Вы — маркетолог X5. Запускается промоакция '3 по цене 2' на линейку молочных продуктов. Разработайте план: (1) как донести информацию до покупателей в магазине, (2) как проинструктировать кассиров для правильного применения акции, (3) как избежать ошибок на кассе и недовольства покупателей, (4) как замерить эффективность акции."""," ""Разместить POS-материалы (шелфтокеры, воблеры) в молочной зоне и на кассах. Провести 10-минутный инструктаж для кассиров перед сменой с раздачей памяток-шпаргалок с условиями акции. Внести акцию в систему для автоматического применения при сканировании 3-х товаров. Назначить дежурного администратора для оперативного решения вопросов на кассе. Эффективность мерить по: росту продаж по акционным SKU, среднему чеку в категории, количеству чеков с участием в акции, проценту возвратов/отказов на кассе."""," ""['промоакция', '3 по цене 2', 'молочные продукты', 'POS-материалы', 'инструктаж кассиров', 'ошибки на кассе', 'эффективность акции']""","""[{'skill': 'Планирование кампаний', 'criterion': 'Полнота и реализуемость плана продвижения', 'rubric': ['0 — план отсутствует.', '1 — план есть, но упущены ключевые элементы.', '2 — план общий, без деталей реализации.', '3 — план детальный, но без учёта возможных рисков.', '4 — план комплексный, включает все этапы и коммуникации.', '5 — то же + план B на случай низкой эффективности или технических сбоев.'], 'recommendation': 'Используй чек-лист запуска промо: материалы -> инструктаж -> система -> поддержка -> анализ.'}, {'skill': 'Работа с возражениями', 'criterion': 'Предотвращение и обработка недовольства на кассе', 'rubric': ['0 — недовольство не обрабатывается, эскалации.', '1 — обработка хаотичная, без скриптов.', '2 — есть базовые скрипты, но они не всегда работают.', '3 — скрипты есть, но кассиры не всегда обучены.', '4 — кассиры обучены, скрипты работают, эскалаций минимум.', '5 — то же + сбор обратной связи и оперативная корректировка условий акции при массовых проблемах.'], 'recommendation': 'Проведи ролевые игры с кассирами на отработку самых частых сценариев непонимания акции.'}]"""
X5-FINANCE-CONTROL-001,"""Вы — финансовый контролёр в центральном офисе X5. Обнаружены расхождения в отчётах по наличности в нескольких кассах одного магазина. Разработайте алгоритм действий: (1) с чего начать расследование, (2) кого привлечь, (3) как провести сверку, (4) как оформить результаты и предложить меры по недопущению в будущем."""," ""Начать с запроса чеков инкассации, Z-отчётов и видеозаписей за спортивные дни. Привлечь менеджера магазина, старшего кассира и службу безопасности. Провести покомплексную сверку приходных и расходных ордеров, остатков в кассе. Оформить акт инвентаризации наличности с указанием сумм расхождений и предполагаемых причин (техническая ошибка, недостача/излишек). Предложить: усилить контроль двойной проверкой Z-отчётов, внедрить внеплановые проверки наличности, провести дополнительное обучение кассиров."""," ""['финансовый контроль', 'расхождения в кассе', 'инкассация', 'Z-отчёты', 'расследование', 'инвентаризация', 'недостача']""","""[{'skill': 'Анализ данных', 'criterion': 'Глубина и точность расследования расхождений', 'rubric': ['0 — расследование не проведено.', '1 — расследование поверхностное, причины не найдены.', '2 — найдены очевидные причины, но не все.', '3 — причины установлены, но меры предложены общие.', '4 — расследование глубокое, причины точные, меры конкретные.', '5 — то же + предложены системные изменения для автоматического предотвращения подобных ошибок.'], 'recommendation': 'Создай пошаговый мануал (playbook) для расследования кассовых расхождений разного типа.'}, {'skill': 'Внутренний контроль', 'criterion': 'Эффективность предложенных мер по предотвращению', 'rubric': ['0 — меры не предложены.', '1 — меры предложены, но нереалистичные.', '2 — меры общие (например, 'лучше считать').', '3 — меры конкретные, но только реактивные.', '4 — меры включают проактивный контроль и обучение.', '5 — то же + внедрение автоматизированных систем контроля и оповещения.'], 'recommendation': 'Внедри регулярные кросс-чеки между кассирами и администраторами при закрытии смены.'}]"""
X5-SCM-ORDER-001,"""Вы — специалист по управлению цепями поставок (SCM) в X5. Прогноз продаж по новому товару (безглютеновые хлебцы) оказался завышенным, на складе образуется неликвид. Разработайте план действий: (1) как стимулировать продажи в магазинах, (2) как договориться с поставщиком о возврате/уценке, (3) как перераспределить остатки между магазинами, (4) как скорректировать прогноз на будущее."""," ""Запустить точечную промоакцию в магазинах с высокой аудиторией, заинтересованной в ЗОЖ (разместить в соответствующих зонах, дать пробники). Связаться с поставщиком, обсудить возможность возврата части партии или уценки для распродажи. Проанализировать продажи по магазинам и перераспределить остатки в те, где есть хотя бы минимальный спрос. Пересмотреть модель прогнозирования для новых товаров, добавив фактор 'новизны' и начав с пилотных поставок в ограниченное число магазинов."""," ""['управление запасами', 'неликвид', 'прогноз продаж', 'стимулирование спроса', 'переговоры с поставщиком', 'перераспределение товаров', 'новый товар']"""," ""[{'skill': 'Переговоры', 'criterion': 'Эффективность взаимодействия с поставщиком', 'rubric': ['0 — переговоры не проведены.', '1 — проведены, но без результата.', '2 — достигнуто частичное соглашение (только уценка или только возврат).', '3 — достигнуто соглашение, выгодное для X5.', '4 — достигнуто взаимовыгодное соглашение с сохранением отношений.', '5 — то же + выработка совместного плана по предотвращению подобных ситуаций в будущем.'], 'recommendation': 'Подготовь коммерческое предложение для поставщика, где распиши выгоды долгосрочного сотрудничества vs разовая потеря.'}, {'skill': 'Прогнозирование', 'criterion': 'Корректность и обоснованность корректировок прогноза', 'rubric': ['0 — прогноз не скорректирован.', '1 — корректировки интуитивные.', '2 — учтены только исторические данные.', '3 — учтены исторические данные и фактор новизны.', '4 — учтены история, новизна, внешние факторы (сезонность, тренды).', '5 — то же + использование машинного обучения для более точного прогноза новых товаров.'], 'recommendation': 'Внедри практику запуска новых товаров через пилотные магазины для сбора данных перед полномасштабным внедрением.'}]"""
X5-CUSTOMER-SUPPORT-001,"""Вы — оператор кол-центра X5. Клиент жалуется на некачественный продукт (например, прокисшее молоко), купленный вчера. У него нет чека, но он помнит примерное время и магазин. Опишите алгоритм действий: (1) как извиниться и подтвердить важность проблемы, (2) как проверить информацию, (3) как предложить компенсацию, (4) как оформить обращение для передачи в магазин."",","""Выразить искренние соболезнования и извинения: 'Мне очень жаль, что вы столкнулись с такой ситуацией, спасибо, что сообщили'. Запросить номер карты лояльности или телефон для поиска покупки в системе. Если чек не находится, предложить компенсацию на карту лояльности в размере стоимости продукта + небольшой бонус (например, 50 бонусных рублей) в качестве жеста доброй воли. Оформить тикет в CRM с деталями (магазин, товар, проблема) и отправить уведомление менеджеру магазина для проверки партии и недопущения повторения."""," ""['кол-центр', 'жалоба клиента', 'некачественный товар', 'отсутствие чека', 'компенсация', 'карта лояльности', 'обратная связь в магазин']"""," ""[{'skill': 'Эмпатия', 'criterion': 'Искренность и эффективность извинений', 'rubric': ['0 — извинений нет/формальные.', '1 — извинения есть, но звучат шаблонно.', '2 — извинения приняты, но клиент не успокоен.', '3 — клиент успокоен, но доверие подорвано.', '4 — извинения искренние, клиент чувствует, что его услышали.', '5 — то же + клиент становится ещё более лояльным из-за решения проблемы.'], 'recommendation': 'Используй технику 'Извинение + Благодарность за сообщение + Действие'.'}, {'skill': 'Решение проблем', 'criterion': 'Скорость и справедливость предложенной компенсации', 'rubric': ['0 — компенсация не предложена.', '1 — предложена после долгих пререканий.', '2 — предложена минимальная компенсация.', '3 — предложена адекватная компенсация, но без бонуса.', '4 — предложена справедливая компенсация + бонус за неудобства.', '5 — то же + компенсация превышает ожидания клиента, оставляя позитивное впечатление.'], 'recommendation': 'Разраби лимиты компенсации для стандартных ситуаций (нет чека/некачественный товар) для ускорения процесса.'}]"""
X5-DATA-ANALYTICS-001,"""Вы — data-аналитик в X5. Поставлена задача: снизить потери от списания просроченных товаров в категории 'Свежие салаты' на 15% в следующем квартале. Предложите: (1) какой анализ провести, (2) какие данные использовать, (3) ключевые гипотезы для проверки, (4) как внедрить findings и измерить результат."""," ""Проанализировать данные: продажи по часам, остатки на конец дня, динамика списаний по дням недели и магазинам. Выдвинуть гипотезы: 1) Неверное время приготовления/выставления (слишком поздно). 2) Завышенные объемы производства в определенные дни. 3) Неэффективное размещение в витрине. 4) Отсутствие промо на товары с истекающим сроком. Внедрить: корректировку графиков производства, систему динамического ценообразования (скидки за 2-3 часа до конца срока), эксперимент с размещением. Измерять: объем списаний до и после, ROI от внедренных мер.""","""['data-аналитика', 'списания', 'просрочка', 'свежие салаты', 'анализ данных', 'гипотезы', 'внедрение решений']""","""[{'skill': 'Аналитическое мышление', 'criterion': 'Глубина анализа и выдвижения гипотез', 'rubric': ['0 — анализ не проведён.', '1 — анализ поверхностный, на основе очевидных данных.', '2 — анализ проведён, но гипотезы слабые.', '3 — гипотезы обоснованные, но не все возможные.', '4 — анализ комплексный, гипотезы покрывают основные причины.', '5 — то же + использованы продвинутые методы (ML, кластеризация магазинов) для выявления скрытых закономерностей.'], 'recommendation': 'Используй методологию '5 почему' для поиска корневых причин высоких списаний.'}, {'skill': 'Внедрение решений', 'criterion': 'Практичность и измеримость предлагаемых решений', 'rubric': ['0 — решения не предложены.', '1 — решения абстрактные ('улучшить прогноз').', '2 — решения есть, но их сложно внедрить.', '3 — решения внедряемы, но их эффект сложно измерить.', '4 — решения конкретные, внедряемые и измеримые.', '5 — то же + план A/B-тестирования гипотез для точного замера эффективности.'], 'recommendation': 'Для каждой гипотезы определяй KPI и владельца внедрения в магазинах.'}]"""
X5-LEGAL-COMPLIANCE-00," ""Вы — юрист X5. В законодательство внесли изменения о необходимости маркировки нового категории товаров (например, растительное молоко). Разработайте roadmap внедрения для всех магазинов: (1) как отследить изменения, (2) план взаимодействия с закупками и IT, (3) инструктаж для персонала магазинов, (4) контроль соблюдения и риски."""," ""Подписаться на мониторинг правовых систем. Roadmap: 1) Анализ норм и сроков. 2) Инвентаризация ассортимента подпадающего под изменения. 3) Взаимодействие с поставщиками на предмет предоставления кодов маркировки. 4) Интеграция с IT-системами для учёта маркировки (Честный ЗНАК). 5) Разработка инструкций для приёмки и продаж. 6) Обучение менеджеров и кассиров через вебинары и тесты. 7) Внутренний аудит перед дедлайном. Риски: штрафы за продажу немаркированного товара.""","""['юриспруденция', 'соблюдение нормативов', 'маркировка товаров', 'изменения в законодательстве', 'roadmap', 'обучение персонала', 'риски']""","[{'skill': 'Управление проектами', 'criterion': 'Полнота и реалистичность roadmap', 'rubric': ['0 — roadmap отсутствует.', '1 — roadmap есть, но упущены ключевые этапы.', '2 — этапы есть, но без сроков и ответственных.', '3 — этапы, сроки и ответственные есть, но без учёта зависимостей.', '4 — roadmap комплексный, учитывает все этапы и зависимости.', '5 — то же + учтены риски и заложены буферы по времени.'], 'recommendation': 'Используй диаграмму Ганта для визуализации этапов, сроков и ответственных.'}, {'skill': 'Работа с нормативными актами', 'criterion': 'Точность интерпретации и реализации требований закона', 'rubric': ['0 — требования не поняты/проигнорированы.', '1 — требования поняты частично.', '2 — требования поняты, но реализация неполная.', '3 — реализация полная, но с задержками.', '4 — реализация полная и в срок.', '5 — то же + компания становится эталоном в соблюдении новых норм в отрасли.'], 'recommendation': 'Создай внутреннюю базу знаний с разбором частых юридических вопросов по разным категориям товаров.'}]"""
X5-DEVOPS-INCIDENT-001,"""Вы — DevOps-инженер X5. В час пик падает один из микросервисов корзины онлайн-заказа. Опишите порядок действий: (1) как быстро определить масштаб и причину, (2) как временно восстановить работу (workaround), (3) как пофиксить причину на постоянной основе, (4) что включить в отчёт о инциденте (postmortem).""","1) Проверить мониторинг (метрики нагрузки, ошибок, логов), определить зону поражения (все пользователи/часть). 2) Если возможно — откатить последний деплой, либо увеличить количество реплик сервиса, либо переключить трафик на резервный кластер. 3) Проанализировать логи и метрики для точного определения корневой причины (утечка памяти, баг в коде, зависимость). Зафиксировать баг и провести тестирование перед деплоем. 4) В postmortem включить: временную шкалу инцидента, корневую причину, принятые меры, план по недопущению (например, улучшение тестов, изменение лимитов ресурсов).""","""['DevOps', 'инцидент', 'падение сервиса', 'мониторинг', 'откат деплоя', 'workaround', 'postmortem']""","""[{'skill': 'Решение инцидентов', 'criterion': 'Скорость и эффективность восстановления работы', 'rubric': ['0 — сервис не восстановлен длительное время.', '1 — восстановление с большими задержками и ручными действиями.', '2 — восстановление по инструкции, но не оптимальное.', '3 — восстановление в рамках SLA, но с перестраховкой.', '4 — восстановление быстрое и минимально воздействующее на пользователей.', '5 — то же + система автоматически отработала инцидент по заранее подготовленным сценариям.'], 'recommendation': 'Создай и регулярно обновляй runbook для самых критичных сервисов с пошаговыми инструкциями.'}, {'skill': 'Анализ первопричин', 'criterion': 'Глубина анализа и качество postmortem', 'rubric': ['0 — анализ не проведён.', '1 — анализ поверхностный, виноват 'код'.', '2 — найдена прямая причина, но не корневая.', '3 — корневая причина найдена, но план исправления общий.', '4 — корневая причина найдена, план конкретный и измеримый.', '5 — то же + инцидент становится кейсом для обучения и улучшения процессов во всех командах.'], 'recommendation': 'Используй метод '5 почему' при проведении postmortem-встреч.'}]"""
X5-MERCHANDISING-LAYOUT-001,"""Вы — мерчендайзер X5. В магазине низкая проходимость в зоне бакалеи. Предложите план изменений: (1) анализ текущего расположения и потоков, (2) 2-3 гипотезы по перемещению товаров, (3) как провести эксперимент (A/B тест), (4) ключевые метрики для оценки успеха.""","""Провести анализ тепловой карты перемещений покупателей (если есть) или визуальный анализ. Гипотезы: 1) Перенести популярные товары (макароны, рис) вглубь зоны. 2) Создать тематические комплексы (например, 'завтрак': овсянка + джем + орехи). 3) Поместить акционные товары бакалеи на входе в зону. Провести A/B тест: выбрать 2-3 контрольных магазина, внести изменения на 2 недели. Метрики: конверсия в зоне (сколько зашедших купили хоть что-то из бакалеи), средний чек по категории, продажи с акционных полок.""","""['мерчендайзинг', 'планировка магазина', 'потоки покупателей', 'бакалея', 'A/B тест', 'конверсия', 'средний чек']""","""[{'skill': 'Пространственное мышление', 'criterion': 'Логичность и обоснованность предложений по изменению планировки', 'rubric': ['0 — предложения отсутствуют/абсурдны.', '1 — предложения интуитивные, без анализа.', '2 — предложения на основе базового анализа.', '3 — предложения обоснованные, но не все реализуемы.', '4 — предложения логичные, обоснованные и реализуемые.', '5 — то же + предложения основаны на данных тепловых карт и предыдущих успешных кейсах.'], 'recommendation': 'Изучи базовые принципы мерчендайзинга (правило правой руки, группы товаров) перед внесением изменений.'}, {'skill': 'Экспериментальное мышление', 'criterion': 'Корректность постановки и проведения A/B теста', 'rubric': ['0 — тест не проведён.', '1 — тест проведён без контрольной группы.', '2 — тест проведён, но метрики не те.', '3 — тест корректен, но сроки слишком короткие/длинные.', '4 — тест корректен, метрики и сроки адекватны.', '5 — то же + результаты теста статистически значимы и приводят к масштабированию изменений на сеть.'], 'recommendation': 'Всегда определяй единицу рандомизации (магазин/зона) и минимальный размер эффекта для детектирования до начала теста.'}]"""
X5-QA-PRODUCT-001,"""Вы — продукт-менеджер в команде разработки мобильного приложения X5. Пользователи жалуются на сложность процесса оформления заказа. Опишите процесс улучшения: (1) как собрать и приоритизировать фидбэк, (2) как сформировать гипотезы для улучшения UX, (3) как протестировать прототипы изменений, (4) ключевые метрики успеха после запуска.""","""Собрать фидбэк из: магазина отзывов App Store/Google Play, обращений в поддержку, данных веб-аналитики (где пользователи застревают/бросают корзину). Приоритизировать по частоте упоминаний и потенциальному impact'у на конверсию. Гипотезы: упростить шаги, добавить автозаполнение, убрать лишние поля. Протестировать прототипы на фокус-группе или с помощью A/B теста на небольшом % пользователей. Метрики: конверсия в оформленный заказ, время оформления, количество поддержек на этапе оформления.""","""['продукт-менеджмент', 'мобильное приложение', 'UX', 'фидбэк', 'A/B тест', 'конверсия', 'удовлетворенность пользователей']""","""[{'skill': 'Customer Development', 'criterion': 'Глубина и качество сбора и анализа фидбэка', 'rubric': ['0 — фидбэк не собран.', '1 — собран из одного источника.', '2 — собран из нескольких источников, но не структурирован.', '3 — структурирован и приоритизирован.', '4 — структурирован, приоритизирован и сформированы инсайты.', '5 — то же + фидбэк непрерывно собирается и интегрируется в бэклог продукта.'], 'recommendation': 'Создай единую доску (board) для сбора и классификации всего фидбэка по продукту.'}, {'skill': 'Приоритизация', 'criterion': 'Обоснованность выбора гипотез для реализации', 'rubric': ['0 — гипотезы выбраны случайно.', '1 — выбраны самые громкие жалобы.', '2 — выбраны на основе интуиции продуктолога.', '3 — выбраны на основе качественного анализа фидбэка.', '4 — выбраны на основе качественного и количественного анализа (оценка impact/effort).', '5 — то же + используется система scoringа гипотез (например, RICE).'], 'recommendation': 'Используй матрицу Impact/Effort для визуальной приоритизации гипотез перед A/B тестом.'}]"""
X5-SECURITY-INCIDENT-001,"""Вы — специалист по кибербезопасности X5. Зафиксирована попытка фишинговой атаки на сотрудников (письма с ссылкой на поддельный портал O365). Опишите response plan: (1) как оповестить сотрудников, (2) как заблокировать угрозу, (3) как проверить, не были ли скомпрометированы учётные записи, (4) какие провести тренировки для предотвращения в будущем.""","""Немедленно оповестить всех сотрудников через каналы экстренной коммуникации (email, мессенджеры) о фишинге с указанием признаков письма и инструкцией не переходить по ссылкам/не вводить данные. Добавить отправителя и URL в чёрные списки. Проверить логи входа в O365 и другие системы на предмет аномалий с IP-адресов, не характерных для компании. Для скомпрометированных учётных записей — принудительная смена пароля и MFA. Провести внеплановый тренинг по распознаванию фишинга с примерами и тестами.""","['кибербезопасность', 'фишинг', 'инцидент-ответ', 'оповещение сотрудников', 'блокировка угрозы', 'проверка логов', 'обучение']""","""[{'skill': 'Реагирование на инциденты', 'criterion': 'Скорость и эффективность действий по нейтрализации угрозы', 'rubric': ['0 — реакция отсутствует/запоздалая.', '1 — действия предприняты, но хаотично.', '2 — выполнен базовый план, но без учёта всех векторов.', '3 — угроза нейтрализована, но есть слепые зоны.', '4 — угроза нейтрализована полностью, коммуникация четкая.', '5 — то же + система автоматически заблокировала угрозу до массового оповещения.'], 'recommendation': 'Разработай и протестируй playbook на основные типы киберинцидентов (фишинг, ransomware).'}, {'skill': 'Проактивная защита', 'criterion': 'Эффективность мер по обучению и предотвращению', 'rubric': ['0 — обучение не проводится.', '1 — обучение формальное, 'для галочки'.', '2 — обучение проводится, но без тестирования эффективности.', '3 — обучение с тестированием, но без учёта результатов.', '4 — обучение регулярное, с тестированием и анализом результатов.', '5 — то же + внедрены технические средства защиты (например, песочница для ссылок из почты).'], 'recommendation': 'Внедри регулярные (ежеквартальные) фишинг-кампании для тренировки сотрудников с последующим разбором полётов.'}]"""
X5-CASHIER-CONFLICT-001,"""Вы — кассир в Пятёрочке. Клиент пытается вернуть товар без чека, требует возврат денег. Товар в хорошем состоянии, но без упаковки. Ваши действия: (1) как вести диалог, (2) какие документы проверить, (3) как предложить альтернативу, (4) когда подключить менеджера, (5) как оформить возврат при возможности.""","""Вежливо объяснить политику возврата: без чека возврат невозможен. Предложить альтернативы: обмен на аналогичный товар или подарочную карту. Проверить документы, удостоверяющие личность. При настойчивых требованиях подключить менеджера. Если клиент находит чек в приложении — оформить возврат через кассу с указанием причины. Сохранять спокойный тон, избегать конфронтации.""","""['возврат товара', 'работа с возражениями', 'конфликтные ситуации', 'политика возврата', 'альтернативные решения', 'подключение менеджера']""","""[{'skill': 'Конфликтология', 'criterion': 'Эффективное разрешение спора', 'rubric': ['0 — эскалация конфликта', '1 — пассивное поведение', '2 — стандартные фразы без адаптации', '3 — базовое урегулирование', '4 — конструктивное решение', '5 — полное разрешение с сохранением лояльности'], 'recommendation': 'Используйте технику «согласиться-объяснить-предложить»'}]"""
X5-LOGISTIC-OPTIMIZATION-001,"""Вы — логист в распределительном центре X5. Необходимо оптимизировать маршруты доставки в 20 магазинов с учётом пробок, времени разгрузки и часов работы магазинов. Предложите: (1) ключевые параметры для оптимизации, (2) инструменты для построения маршрутов, (3) как учесть форс-мажоры, (4) метрики эффективности.""","""Использовать TMS-систему с учётом: времени работы магазинов, пробок в реальном времени, вместимости транспорта. Ключевые параметры: время окна разгрузки, приоритетность магазинов, весогабаритные характеристики. Запас времени 15% на форс-мажоры. Метрики: соблюдение временных окон, коэффициент использования транспорта, стоимость км перевозки.""","""['оптимизация маршрутов', 'TMS система', 'логистика', 'транспортная планировка', 'метрики эффективности', 'форс-мажоры']""","""[{'skill': 'Аналитическое мышление', 'criterion': 'Качество оптимизационных решений', 'rubric': ['0 — без учёта ключевых параметров', '1 — частичный учёт', '2 — базовая оптимизация', '3 — хороший уровень', '4 — продвинутая оптимизация', '5 — комплексное решение'], 'recommendation': 'Сначала определите приоритетные ограничения: время работы магазинов > пробки > объём'}]"""
X5-HR-RECRUITMENT-001,"""Вы — HR-специалист X5. Нужно закрыть 10 вакансий кассиров за неделю. Низкий отклик. Разработайте план: (1) как увеличить отклик, (2) где размещать вакансии, (3) как ускорить отбор, (4) мотивационные факторы для соискателей.""","""Активировать реферальную программу сотрудников. Разместить в местных телеграм-каналах и соцсетях. Упростить процесс отбора: телефонное интервью 10 минут + пробная смена. Подчеркнуть benefits: гибкий график, обучение, карьерный рост. Использовать чат-бота для первичного скрининга.""","""['рекрутинг', 'вакансии кассиров', 'отбор персонала', 'реферальная программа', 'мотивация соискателей']""","""[{'skill': 'Тайм-менеджмент', 'criterion': 'Скорость закрытия вакансий', 'rubric': ['0 — план отсутствует', '1 — нереалистичные сроки', '2 — базовый план', '3 — хорошее планирование', '4 — эффективный план', '5 — оптимальное решение'], 'recommendation': 'Фокус на быстром отклике кандидатам — в течение 2 часов'}]"""
X5-MERCHANDISER-LAYOUT-001,"""Вы — мерчендайзер в Перекрёстке. Необходимо увеличить продажи импульсных товаров у касс. Предложите: (1) принципы выкладки, (2) какие товары выбрать, (3) как менять выкладку сезонно, (4) как измерить эффективность.""","""Разместить мелкие товары до 200 руб на уровне глаз: жвачки, шоколадки, батарейки. Чередовать сладкое и солёное. Сезонно: летом — холодный чай, зимой — согревающие напитки. Замерять: конверсию в покупку, средний чек. Менять расположение раз в 2 недели.""","""['мерчендайзинг', 'импульсные покупки', 'выкладка товаров', 'сезонность', 'конверсия в покупку']""","""[{'skill': 'Пространственное мышление', 'criterion': 'Эффективность выкладки', 'rubric': ['0 — хаотичная расстановка', '1 — базовые принципы', '2 — хорошая организация', '3 — очень хорошая', '4 — отличная', '5 — идеальная'], 'recommendation': 'Используйте правило «золотого треугольника» в расстановке'}]"""
X5-SECURITY-INCIDENT-001,"""Вы — служба безопасности магазина. Заметили повторные кражи в алкогольной зоне. Разработайте план: (1) профилактические меры, (2) работа с камерами, (3) взаимодействие с охраной, (4) документация инцидентов.""","""Установить дополнительные зеркала и камеры в слепых зонах. Разместить предупреждающие знаки. Инструктаж охраны: патрулирование каждые 30 минут. Фиксация всех инцидентов в журнале с временными метками. Сотрудничество с полицией при систематических кражах.""","""['безопасность', 'профилактика краж', 'работа с камерами', 'документация инцидентов', 'взаимодействие с охраной']""","""[{'skill': 'Наблюдательность', 'criterion': 'Обнаружение и предотвращение инцидентов', 'rubric': ['0 — пропуск инцидентов', '1 — реактивные действия', '2 — базовый мониторинг', '3 — хороший уровень', '4 — отличный', '5 — проактивная работа'], 'recommendation': 'Анализируйте пиковые часы краж и усиливайте наблюдение в это время'}]"""
X5-QUALITY-CONTROL-001,"""Вы — специалист по качеству. Проверяете свежесть продуктов в отделе кулинарии. Обнаружили просроченный товар. Алгоритм действий: (1) изъятие из продажи, (2) документация, (3) причины анализа, (4) профилактика.""","""Немедленно изъять товар, оформить акт списания. Проанализировать причины: нарушение ротации, неправильное хранение. Ввести ежедневные проверки сменными руководителями. Усилить контроль сроков годности. Обучение персонала принципам FIFO.""","""['контроль качества', 'сроки годности', 'изъятие товара', 'профилактика', 'документация']"",","""[{'skill': 'Внимание к деталям', 'criterion': 'Тщательность проверок', 'rubric': ['0 — системные пропуски', '1 — поверхностные проверки', '2 — базовый уровень', '3 — хороший', '4 — отличный', '5 — идеальный'], 'recommendation': 'Используйте контрольный список для ежедневных проверок'}]"""
X5-MARKETING-PROMO-001,"""Вы — маркетолог X5. Нужно увеличить продажи фермерских продуктов на 15%. Разработайте промо-кампанию: (1) целевая аудитория, (2) каналы продвижения, (3) механика акции, (4) KPI.""","""ЦА — семьи 30+. Механика: накопительная карта «Фермерский клуб». Каналы: email-рассылка, соцсети, POS-материалы в магазинах. KPI: рост продаж категории, количество участников программы. Партнёрство с местными производителями.""","""['маркетинг', 'фермерские продукты', 'промо-кампания', 'накопительная программа', 'KPI']"",","""[{'skill': 'Креативное мышление', 'criterion': 'Оригинальность и эффективность кампании', 'rubric': ['0 — шаблонное решение', '1 — слабая идея', '2 — стандартный подход', '3 — хорошая идея', '4 — отличная', '5 — инновационная'], 'recommendation': 'Изучите успешные кейсы в премиум-сегменте ритейла'}]"""
X5-FINANCE-ANALYSIS-001,"""Вы — финансовый аналитик. Анализируете рентабельность овощного отдела. Падение маржинальности на 5%. Исследуйте: (1) ключевые факторы, (2) методы анализа, (3) рекомендации по улучшению.""","""Проанализировать: себестоимость, логистику, потери, ценообразование. Методы: ABC-анализ, расчет точки безубыточности. Рекомендации: оптимизация закупок, снижение потерь, пересмотр наценки на низкорентабельные позиции. Внедрение динамического ценообразования.""","""['финансовый анализ', 'рентабельность', 'ABC-анализ', 'точка безубыточности', 'динамическое ценообразование']""","""[{'skill': 'Анализ данных', 'criterion': 'Глубина и качество анализа', 'rubric': ['0 — поверхностный', '1 — базовый', '2 — удовлетворительный', '3 — хороший', '4 — отличный', '5 — экспертный'], 'recommendation': 'Начинайте с анализа самых значимых статей расходов'}]"""
X5-STOCK-MANAGEMENT-001,"""Вы — manager склада. Необходимо оптимизировать размещение товаров для ускорения сборки заказов. Предложите: (1) принципы зонирования, (2) технологические решения, (3) обучение персонала, (4) метрики эффективности.""",",""Применить ABC-анализ: А-товары ближе к зоне отгрузки. Внедрить штрихкодирование и мобильные терминалы. Обучение: стандарты работы, ergonomics. Метрики: время сборки заказа, точность комплектации, производительность персонала.""","""['управление складом', 'зонирование', 'ABC-анализ', 'штрихкодирование', 'метрики эффективности']""","""[{'skill': 'Организационные способности', 'criterion': 'Эффективность организации пространства', 'rubric': ['0 — хаотичная организация', '1 — базовое зонирование', '2 — удовлетворительное', '3 — хорошее', '4 — отличное', '5 — идеальное'], 'recommendation': 'Регулярно пересматривайте расположение товаров на основе статистики спроса'}]"""
